,SERIALNO,RELATE,OC,RC,SEX,SSPA,AGE,QTRBIR,HISPAN,RACEDET,GQTYP
0,0000003,17,0,0,1,0,56,2,01,01,2
1,0000004,01,0,0,2,0,56,1,01,02,0
2,0000004,03,0,0,2,0,19,1,01,02,0
3,0000004,03,0,0,1,0,18,1,01,02,0
4,0000004,03,1,1,2,0,17,2,01,02,0
5,0000004,03,1,1,1,0,14,1,01,02,0
6,0000005,01,0,0,1,0,44,2,01,01,0
7,0000006,01,0,0,1,0,88,2,01,01,0
8,0000008,01,0,0,1,0,69,2,01,01,0
9,0000009,01,0,0,2,0,24,3,01,02,0
10,0000009,06,0,1,2,0,16,3,01,02,0
11,0000009,14,0,0,1,0,25,0,01,02,0
12,0000011,01,0,0,2,0,52,1,01,47,0
13,0000011,03,0,0,2,0,26,1,01,47,0
14,0000011,03,0,0,2,0,25,2,01,47,0
15,0000011,03,1,1,1,0,16,2,01,47,0
16,0000011,03,1,1,1,0,10,2,01,47,0
17,0000012,16,0,0,1,0,37,2,01,02,1
18,0000013,01,0,0,1,0,40,0,01,01,0
19,0000013,02,0,0,2,0,37,1,01,01,0
20,0000013,03,1,1,1,0,6,2,01,01,0
21,0000013,03,1,1,1,0,1,3,01,01,0
22,0000014,01,0,0,2,0,39,0,01,02,0
23,0000014,03,1,1,1,0,14,2,01,02,0
24,0000014,03,1,1,1,0,8,1,01,02,0
25,0000015,01,0,0,1,0,72,3,01,01,0
26,0000015,02,0,0,2,0,69,0,01,01,0
27,0000016,01,0,0,2,0,59,0,01,02,0
28,0000017,01,0,0,2,0,85,2,01,02,0
29,0000018,01,0,0,1,0,49,0,02,73,0
30,0000018,02,0,0,2,0,46,1,02,73,0
31,0000018,03,0,0,1,0,21,1,02,73,0
32,0000018,03,1,1,2,0,12,0,02,73,0
33,0000018,10,0,1,2,0,17,2,02,73,0
34,0000019,01,0,0,1,0,45,3,01,01,0
35,0000019,02,0,0,2,0,39,1,01,01,0
36,0000019,03,0,0,1,0,20,0,01,01,0
37,0000019,05,1,1,2,0,15,2,01,01,0
38,0000020,01,0,0,2,0,37,2,01,01,0
39,0000021,01,0,0,2,0,42,0,01,02,0
40,0000021,03,1,1,2,0,8,3,01,02,0
41,0000022,17,0,0,1,0,46,2,01,01,2
42,0000023,16,0,0,1,0,30,0,01,02,1
43,0000024,01,0,0,1,0,54,1,01,02,0
44,0000025,01,0,0,1,0,47,1,05,73,0
45,0000025,02,0,0,2,0,29,1,01,01,0
46,0000025,03,0,0,1,0,26,0,05,73,0
47,0000025,03,1,1,1,0,10,2,05,01,0
48,0000025,03,1,1,1,0,9,0,05,01,0
49,0000025,03,1,1,2,0,6,1,05,01,0
50,0000025,03,1,1,1,0,4,0,05,01,0
51,0000026,01,0,0,1,0,71,1,01,02,0
52,0000026,02,0,0,2,0,70,3,01,02,0
53,0000027,01,0,0,2,0,83,0,01,01,0
54,0000028,01,0,0,2,0,45,1,04,01,0
55,0000028,13,0,0,2,0,55,2,01,01,0
56,0000028,14,0,0,2,0,45,1,01,01,0
57,0000029,01,0,0,1,0,35,1,01,02,0
58,0000029,02,0,0,2,0,35,3,01,02,0
59,0000030,01,0,0,2,0,34,2,01,02,0
60,0000030,03,1,1,2,0,10,3,01,02,0
61,0000030,06,0,0,2,0,46,0,01,02,0
62,0000031,01,0,0,2,0,19,2,01,02,0
63,0000032,01,0,0,1,0,62,3,02,01,0
64,0000032,02,0,0,2,0,60,1,02,01,0
65,0000033,01,0,0,1,0,44,0,01,02,0
66,0000034,01,0,0,1,0,46,2,01,02,0
67,0000036,01,0,0,2,0,18,1,01,01,0
68,0000036,03,1,1,2,0,0,3,01,01,0
69,0000036,06,0,1,1,0,11,2,01,01,0
70,0000036,07,0,0,1,0,38,0,01,01,0
71,0000036,07,0,0,2,0,37,3,01,01,0
72,0000038,01,0,0,2,0,73,0,01,01,0
73,0000039,01,0,0,1,0,71,3,01,01,0
74,0000039,02,0,0,2,0,68,2,01,01,0
75,0000039,03,0,0,2,0,37,2,01,01,0
76,0000040,01,0,0,2,0,59,2,01,02,0
77,0000040,14,0,0,1,0,57,1,01,02,0
78,0000041,01,0,0,2,0,42,3,01,01,0
79,0000041,03,0,0,2,0,19,0,01,01,0
80,0000041,03,1,1,1,0,16,0,01,01,0
81,0000041,14,0,0,1,0,36,3,01,01,0
82,0000042,01,0,0,2,0,24,0,01,01,0
83,0000042,13,0,0,2,0,25,1,01,01,0
84,0000043,01,0,0,2,0,34,0,01,01,0
85,0000043,02,0,0,1,0,32,2,01,01,0
86,0000044,01,0,0,1,0,59,2,01,01,0
87,0000046,01,0,0,1,0,59,0,01,01,0
88,0000046,13,0,0,1,0,57,2,01,01,0
89,0000049,01,0,0,1,0,58,1,03,01,0
90,0000050,01,0,0,2,0,46,1,01,02,0
91,0000050,14,0,0,1,0,46,1,01,02,0
92,0000051,01,0,0,2,0,80,1,01,01,0
93,0000052,01,0,0,1,0,53,2,01,02,0
94,0000053,01,0,0,2,0,33,2,03,01,0
95,0000053,03,1,1,1,0,11,1,03,02,0
96,0000053,14,0,0,1,0,37,3,01,02,0
97,0000054,01,0,0,1,0,77,3,01,02,0
98,0000054,02,0,0,2,0,77,3,01,02,0
99,0000055,01,0,0,2,0,47,1,01,02,0
100,0000056,01,0,0,1,0,23,0,01,01,0
101,0000056,02,0,0,2,0,35,3,01,74,0
102,0000056,05,1,1,1,0,17,2,01,74,0
103,0000056,05,1,1,2,0,11,1,01,74,0
104,0000056,09,0,0,2,0,53,2,01,74,0
105,0000056,11,0,1,2,0,17,1,01,74,0
106,0000056,15,0,0,1,0,47,2,01,01,0
107,0000057,01,0,0,2,0,46,2,01,02,0
108,0000057,03,0,0,2,0,20,1,01,02,0
109,0000057,03,1,1,2,0,15,0,01,02,0
110,0000057,03,1,1,1,0,6,1,01,02,0
111,0000059,01,0,0,2,0,32,1,01,02,0
112,0000059,03,1,1,1,0,14,1,01,02,0
113,0000059,03,1,1,1,0,12,3,01,02,0
114,0000059,03,1,1,1,0,9,2,01,02,0
115,0000060,01,0,0,2,0,37,3,01,01,0
116,0000060,02,0,0,1,0,42,0,01,01,0
117,0000061,01,0,0,2,0,50,2,01,01,0
118,0000061,03,0,0,1,0,20,0,01,01,0
119,0000061,14,0,0,1,0,52,2,01,01,0
120,0000062,01,0,0,1,0,80,3,01,01,0
121,0000062,02,0,0,2,0,83,0,01,01,0
122,0000063,01,0,0,1,0,77,3,01,02,0
123,0000063,02,0,0,2,0,74,2,01,02,0
124,0000063,03,0,0,1,0,59,1,01,02,0
125,0000063,03,0,0,1,0,54,2,01,02,0
126,0000063,03,0,0,1,0,49,1,01,02,0
127,0000063,03,0,0,2,0,41,2,01,02,0
128,0000065,01,0,0,1,0,57,0,01,02,0
129,0000066,01,0,0,1,0,55,0,01,01,0
130,0000066,13,0,0,2,0,54,2,01,01,0
131,0000067,16,0,0,1,0,22,0,03,02,1
132,0000068,01,0,0,1,0,45,0,19,73,0
133,0000068,02,0,0,2,0,42,2,19,73,0
134,0000069,01,0,0,1,0,69,0,01,01,0
135,0000069,02,0,0,2,0,67,0,01,01,0
136,0000070,01,0,0,2,0,77,3,01,01,0
137,0000071,01,0,0,2,0,26,2,01,01,0
138,0000072,01,0,0,2,0,27,2,01,02,0
139,0000072,03,1,1,1,0,0,1,01,02,0
140,0000072,11,0,1,2,0,8,1,01,02,0
141,0000073,01,0,0,2,0,19,0,01,02,0
142,0000073,06,0,0,1,0,23,3,01,02,0
143,0000073,06,0,0,2,0,20,3,01,02,0
144,0000073,07,0,0,1,0,54,1,01,02,0
145,0000074,01,0,0,2,0,40,3,01,01,0
146,0000074,03,0,0,1,0,20,2,01,01,0
147,0000074,03,1,1,1,0,14,3,01,01,0
148,0000074,03,1,1,2,0,12,0,01,01,0
149,0000074,14,0,0,1,0,40,0,01,01,0
150,0000075,17,0,0,1,0,22,1,02,01,2
151,0000076,01,0,0,2,0,53,1,01,02,0
152,0000076,03,0,0,2,0,31,1,01,02,0
153,0000076,08,0,1,1,0,15,2,01,02,0
154,0000076,08,0,1,2,0,6,2,01,02,0
155,0000076,08,0,1,2,0,1,0,01,02,0
156,0000077,01,0,0,1,0,64,3,01,01,0
157,0000077,02,0,0,2,0,63,2,01,01,0
158,0000078,01,0,0,1,0,64,3,01,39,0
159,0000078,02,0,0,2,0,59,0,01,02,0
160,0000079,01,0,0,2,0,26,1,01,01,0
161,0000079,03,1,1,1,0,3,1,01,01,0
162,0000079,14,0,0,1,0,35,0,01,01,0
163,0000080,01,0,0,2,0,47,1,01,02,0
164,0000081,01,0,0,1,0,73,1,01,01,0
165,0000082,01,0,0,1,0,61,3,01,02,0
166,0000082,09,0,0,1,0,83,3,01,02,0
167,0000082,14,0,0,2,0,55,0,01,02,0
168,0000083,01,0,0,1,0,72,3,01,01,0
169,0000084,01,0,0,2,0,26,2,01,01,0
170,0000085,01,0,0,1,0,33,2,01,01,0
171,0000086,01,0,0,1,0,57,3,01,01,0
172,0000086,02,0,0,2,0,60,0,01,01,0
173,0000086,03,0,0,1,0,21,0,01,01,0
174,0000087,01,0,0,1,0,31,1,02,74,0
175,0000087,03,1,1,2,0,9,3,02,74,0
176,0000087,03,1,1,2,0,7,1,02,73,0
177,0000087,03,1,1,1,0,1,0,02,73,0
178,0000087,12,0,0,1,0,37,0,02,74,0
179,0000087,12,0,0,2,0,36,2,02,74,0
180,0000087,12,0,0,2,0,19,3,02,74,0
181,0000087,12,0,0,1,0,14,2,02,74,0
182,0000087,14,0,0,2,0,29,0,02,74,0
183,0000088,01,0,0,1,0,57,2,01,39,0
184,0000089,01,0,0,2,0,33,3,01,02,0
185,0000089,03,1,1,2,0,8,3,01,02,0
186,0000089,03,1,1,2,0,5,3,01,02,0
187,0000089,14,0,0,1,0,36,0,01,02,0
188,0000090,01,0,0,2,0,80,0,01,02,0
189,0000091,01,0,0,2,0,53,0,01,01,0
190,0000092,01,0,0,1,0,72,2,01,02,0
191,0000092,02,0,0,2,0,70,0,01,02,0
192,0000093,01,0,0,2,0,60,2,01,02,0
193,0000093,02,0,0,1,0,61,0,01,02,0
194,0000093,03,0,0,2,0,25,2,01,02,0
195,0000093,03,0,0,2,0,24,0,01,02,0
196,0000094,01,0,0,1,0,47,3,01,02,0
197,0000094,02,0,0,2,0,42,3,01,02,0
198,0000094,03,0,0,2,0,24,0,01,02,0
199,0000096,01,0,0,2,0,47,3,01,02,0
200,0000096,02,0,0,1,0,45,3,01,02,0
201,0000096,03,0,0,1,0,26,2,01,02,0
202,0000097,01,0,0,1,0,42,2,01,01,0
203,0000097,02,0,0,2,0,30,3,01,01,0
204,0000098,01,0,0,2,0,84,3,01,01,0
205,0000099,01,0,0,1,0,56,3,01,01,0
206,0000099,02,0,0,2,0,53,3,01,01,0
207,0000101,16,0,0,1,0,32,2,01,02,1
208,0000102,01,0,0,2,0,84,2,01,01,0
209,0000103,01,0,0,2,0,48,3,01,74,0
210,0000104,16,0,0,1,0,44,3,01,01,1
211,0000105,01,0,0,1,0,32,3,01,01,0
212,0000105,02,0,0,2,0,30,2,01,01,0
213,0000106,01,0,0,2,0,73,2,01,02,0
214,0000106,03,0,0,1,0,47,0,01,02,0
215,0000107,01,0,0,2,0,30,1,01,02,0
216,0000107,03,1,1,2,0,13,0,01,02,0
217,0000107,03,1,1,1,0,11,2,01,02,0
218,0000107,03,1,1,1,0,8,2,01,02,0
219,0000108,01,0,0,1,0,76,0,01,01,0
220,0000109,01,0,0,1,0,31,0,01,02,0
221,0000109,03,1,1,2,0,3,2,01,02,0
222,0000109,14,0,0,1,0,30,0,01,02,0
223,0000110,01,0,0,2,0,77,0,01,02,0
224,0000110,03,0,0,2,0,48,2,01,02,0
225,0000112,01,0,0,2,0,33,3,01,01,0
226,0000113,01,0,0,1,0,76,1,01,01,0
227,0000114,01,0,0,2,0,57,2,01,02,0
228,0000115,01,0,0,2,0,20,1,01,02,0
229,0000115,06,0,0,2,0,34,1,01,02,0
230,0000115,15,0,0,1,0,22,0,01,02,0
231,0000116,01,0,0,1,0,67,2,01,02,0
232,0000117,01,0,0,1,0,32,1,01,02,0
233,0000117,02,0,0,2,0,29,3,01,02,0
234,0000117,03,1,1,2,0,6,2,01,02,0
235,0000117,03,1,1,1,0,3,3,01,02,0
236,0000119,01,0,0,1,0,33,1,01,02,0
237,0000119,02,0,0,2,0,35,1,01,02,0
238,0000119,03,1,1,1,0,1,1,02,02,0
239,0000119,06,0,1,2,0,15,0,01,02,0
240,0000120,01,0,0,2,0,93,1,01,01,0
241,0000121,01,0,0,1,0,39,0,01,01,0
242,0000122,01,0,0,2,0,57,1,01,02,0
243,0000123,16,0,0,1,0,40,0,01,01,1
244,0000124,01,0,0,1,0,84,0,01,01,0
245,0000124,02,0,0,2,0,85,3,01,01,0
246,0000125,01,0,0,1,0,30,3,01,74,0
247,0000126,01,0,0,1,0,29,2,01,01,0
248,0000126,14,0,0,2,0,31,0,01,01,0
249,0000127,01,0,0,2,0,89,0,01,01,0
250,0000128,01,0,0,1,0,53,2,01,01,0
251,0000128,02,0,0,2,0,48,1,01,01,0
252,0000128,03,1,1,1,0,14,3,01,01,0
253,0000129,01,0,0,1,0,87,0,01,01,0
254,0000129,03,0,0,1,0,50,3,01,01,0
255,0000130,01,0,0,2,0,64,0,01,02,0
256,0000130,02,0,0,1,0,65,3,01,02,0
257,0000131,01,0,0,2,0,87,0,01,01,0
258,0000133,01,0,0,1,0,46,2,01,01,0
259,0000133,02,0,0,2,0,45,2,01,01,0
260,0000133,03,1,1,2,0,14,3,01,01,0
261,0000133,03,1,1,2,0,10,1,01,01,0
262,0000134,16,0,0,1,0,32,3,01,02,1
263,0000135,01,0,0,2,0,32,2,03,73,0
264,0000135,06,0,0,2,0,31,0,03,73,0
265,0000135,06,0,0,1,0,31,2,03,73,0
266,0000135,11,0,0,2,0,73,0,03,73,0
267,0000135,11,0,1,1,0,14,0,03,73,0
268,0000135,11,0,1,2,0,9,2,03,73,0
269,0000135,11,0,1,2,0,5,2,03,73,0
270,0000136,01,0,0,2,0,73,1,03,73,0
271,0000137,17,0,0,2,0,49,2,01,02,2
272,0000138,01,0,0,1,0,15,3,01,01,0
273,0000139,01,0,0,2,0,32,1,01,02,0
274,0000139,03,1,1,1,0,16,3,01,02,0
275,0000139,03,1,1,1,0,10,2,01,02,0
276,0000139,12,0,0,1,0,45,2,01,02,0
277,0000140,01,0,0,2,0,60,0,01,01,0
278,0000142,01,0,0,1,0,35,0,01,01,0
279,0000144,01,0,0,1,0,64,3,01,01,0
280,0000144,02,0,0,2,0,63,1,01,01,0
281,0000145,01,0,0,2,0,29,0,01,02,0
282,0000145,02,0,0,1,0,31,2,01,02,0
283,0000145,03,1,1,1,0,2,0,01,02,0
284,0000145,03,1,1,2,0,0,1,01,02,0
285,0000146,01,0,0,2,0,29,1,01,02,0
286,0000146,02,0,0,1,0,32,0,01,02,0
287,0000146,03,1,1,2,0,10,0,01,02,0
288,0000146,03,1,1,1,0,7,2,01,02,0
289,0000146,03,1,1,2,0,1,3,01,02,0
290,0000146,07,0,0,2,0,54,2,01,02,0
291,0000147,01,0,0,2,0,89,0,01,01,0
292,0000148,01,0,0,2,0,50,1,01,02,0
293,0000148,03,0,0,1,0,33,2,01,02,0
294,0000148,03,0,0,1,0,32,3,01,02,0
295,0000148,03,0,0,2,0,24,0,01,02,0
296,0000148,06,0,0,1,0,53,3,01,02,0
297,0000148,08,0,1,2,0,6,0,01,02,0
298,0000149,01,0,0,2,0,56,2,01,01,0
299,0000149,03,0,0,2,0,20,3,01,01,0
300,0000149,06,0,0,1,0,53,3,13,01,0
301,0000150,01,0,0,2,0,79,1,01,01,0
302,0000151,01,0,0,2,0,40,2,02,73,0
303,0000151,03,0,0,1,0,21,3,02,73,0
304,0000151,03,1,1,2,0,11,1,02,73,0
305,0000151,03,1,1,2,0,9,0,02,73,0
306,0000151,15,0,0,1,0,19,2,02,73,0
307,0000152,01,0,0,2,0,37,2,01,02,0
308,0000152,03,1,1,1,0,17,2,01,02,0
309,0000152,03,1,1,2,0,15,3,01,02,0
310,0000152,03,1,1,1,0,12,2,01,02,0
311,0000152,03,1,1,1,0,8,2,01,02,0
312,0000152,03,1,1,1,0,8,2,01,02,0
313,0000152,14,0,0,1,0,46,1,01,02,0
314,0000153,01,0,0,2,0,38,0,01,02,0
315,0000153,03,1,1,1,0,10,1,01,02,0
316,0000153,03,1,1,2,0,4,0,01,02,0
317,0000154,01,0,0,1,0,48,2,01,01,0
318,0000154,14,0,0,1,0,46,0,01,01,0
319,0000156,01,0,0,1,0,57,2,01,02,0
320,0000156,02,0,0,2,0,47,3,01,02,0
321,0000157,01,0,0,2,0,30,1,01,02,0
322,0000157,03,1,1,2,0,13,3,01,02,0
323,0000157,03,1,1,2,0,7,1,01,02,0
324,0000157,03,1,1,1,0,1,3,01,02,0
325,0000157,14,0,0,1,0,30,0,01,02,0
326,0000158,01,0,0,1,0,89,1,01,02,0
327,0000159,01,0,0,1,0,42,3,01,02,0
328,0000159,03,0,0,1,0,19,1,01,02,0
329,0000160,16,0,0,1,0,30,0,01,02,1
330,0000161,01,0,0,1,0,71,0,01,01,0
331,0000161,02,0,0,2,0,78,1,01,01,0
332,0000162,01,0,0,2,0,69,0,01,01,0
333,0000163,01,0,0,2,0,73,2,01,01,0
334,0000164,01,0,0,2,0,61,1,01,74,0
335,0000164,02,0,0,1,0,66,2,01,02,0
336,0000164,04,0,0,2,0,32,0,01,02,0
337,0000165,01,0,0,1,0,30,3,01,01,0
338,0000165,02,0,0,2,0,31,0,01,01,0
339,0000165,03,1,1,2,0,0,3,01,01,0
340,0000166,01,0,0,2,0,56,3,03,01,0
341,0000166,13,0,0,2,0,64,1,03,01,0
342,0000166,13,0,0,1,0,52,0,03,01,0
343,0000167,01,0,0,1,0,59,3,01,02,0
344,0000167,14,0,0,2,0,38,3,01,02,0
345,0000167,15,0,0,2,0,19,1,01,02,0
346,0000168,01,0,0,2,0,28,1,01,01,0
347,0000168,03,1,1,2,0,0,1,01,74,0
348,0000169,01,0,0,1,0,41,3,01,01,0
349,0000169,02,0,0,2,0,41,1,01,01,0
350,0000169,03,1,1,2,0,9,3,01,01,0
351,0000169,03,1,1,1,0,5,0,01,01,0
352,0000170,01,0,0,1,0,24,3,01,01,0
353,0000170,14,0,0,2,0,21,1,01,01,0
354,0000171,01,0,0,2,0,41,2,01,02,0
355,0000171,03,0,0,1,0,20,2,01,02,0
356,0000171,03,1,1,1,0,5,2,01,02,0
357,0000172,01,0,0,2,0,20,3,01,01,0
358,0000172,03,1,1,2,0,0,3,01,74,0
359,0000172,14,0,0,1,0,22,3,01,02,0
360,0000174,01,0,0,2,0,50,3,01,02,0
361,0000174,11,0,1,1,0,12,0,01,02,0
362,0000174,11,0,1,1,0,10,1,01,02,0
363,0000174,11,0,1,1,0,9,1,01,02,0
364,0000174,11,0,1,2,0,7,3,01,02,0
365,0000175,01,0,0,2,0,46,2,01,01,0
366,0000175,03,0,0,1,0,19,0,01,01,0
367,0000175,03,1,1,2,0,14,2,01,01,0
368,0000176,16,0,0,1,0,21,2,01,02,1
369,0000177,01,0,0,1,0,79,0,01,01,0
370,0000178,01,0,0,1,0,57,0,01,02,0
371,0000179,01,0,0,2,0,35,3,01,01,0
372,0000179,03,1,1,1,0,9,0,02,01,0
373,0000180,01,0,0,2,0,32,0,01,01,0
374,0000180,02,0,0,1,0,34,2,01,01,0
375,0000180,03,1,1,1,0,1,0,01,01,0
376,0000181,01,0,0,1,0,24,3,01,01,0
377,0000181,13,0,0,1,0,26,0,01,01,0
378,0000182,01,0,0,2,0,49,3,01,01,0
379,0000182,03,1,1,2,0,11,2,01,01,0
380,0000182,05,0,0,1,0,23,2,01,01,0
381,0000184,01,0,0,2,0,46,3,01,02,0
382,0000184,03,1,1,1,0,13,3,01,02,0
383,0000184,14,0,0,1,0,46,3,01,02,0
384,0000185,01,0,0,2,0,22,0,02,73,0
385,0000185,06,0,0,1,0,28,0,02,73,0
386,0000185,06,0,0,2,0,18,0,02,73,0
387,0000185,07,0,0,2,0,47,3,02,73,0
388,0000185,14,0,0,1,0,26,0,02,73,0
389,0000186,01,0,0,2,0,48,0,01,01,0
390,0000186,02,0,0,1,0,41,2,01,01,0
391,0000186,03,0,0,2,0,23,0,01,01,0
392,0000186,08,0,1,2,0,2,2,01,74,0
393,0000187,01,0,0,2,0,53,0,01,01,0
394,0000187,02,0,0,1,0,67,1,01,01,0
395,0000187,03,0,0,1,0,29,0,01,01,0
396,0000187,03,0,0,1,0,29,0,01,01,0
397,0000187,08,0,1,2,0,9,2,01,01,0
398,0000187,08,0,1,1,0,8,2,01,01,0
399,0000187,08,0,1,2,0,3,1,01,01,0
400,0000187,10,0,0,2,0,25,1,01,01,0
401,0000187,10,0,0,2,0,23,3,01,01,0
402,0000187,11,0,0,1,0,27,3,01,01,0
403,0000187,11,0,1,1,0,5,2,01,01,0
404,0000187,11,0,1,2,0,2,1,01,01,0
405,0000190,01,0,0,1,0,82,2,01,01,0
406,0000192,01,0,0,2,0,54,1,01,01,0
407,0000192,03,0,0,2,0,24,1,01,01,0
408,0000193,01,0,0,1,0,76,3,01,02,0
409,0000193,11,0,0,1,0,55,2,01,02,0
410,0000194,01,0,0,1,0,79,1,01,01,0
411,0000195,01,0,0,2,0,81,0,01,01,0
412,0000196,16,0,0,1,0,49,0,01,02,1
413,0000197,01,0,0,1,0,75,2,01,02,0
414,0000197,02,0,0,2,0,62,0,01,02,0
415,0000197,03,0,0,2,0,33,1,01,02,0
416,0000197,08,0,1,2,0,8,3,01,02,0
417,0000197,08,0,1,1,0,5,1,01,02,0
418,0000198,01,0,0,1,0,41,3,01,01,0
419,0000198,02,0,0,2,0,37,0,01,01,0
420,0000198,03,1,1,2,0,5,0,01,01,0
421,0000199,01,0,0,1,0,79,1,01,02,0
422,0000199,02,0,0,2,0,76,3,01,02,0
423,0000200,01,0,0,2,0,25,3,01,01,0
424,0000201,01,0,0,1,0,38,2,02,73,0
425,0000201,02,0,0,2,0,32,2,02,73,0
426,0000201,03,1,1,2,0,11,3,02,73,0
427,0000201,03,1,1,2,0,5,1,02,73,0
428,0000201,03,1,1,2,0,4,2,02,73,0
429,0000201,03,1,1,2,0,1,1,23,73,0
430,0000202,01,0,0,2,0,34,0,01,01,0
431,0000202,03,1,1,2,0,12,1,01,01,0
432,0000202,03,1,1,1,0,3,3,01,01,0
433,0000202,14,0,0,1,0,31,0,01,01,0
434,0000203,01,0,0,2,0,93,0,01,02,0
435,0000204,01,0,0,2,0,29,2,01,02,0
436,0000204,11,0,0,2,0,40,0,01,02,0
437,0000205,01,0,0,1,0,29,2,01,01,0
438,0000205,02,0,0,2,0,27,1,01,01,0
439,0000205,03,1,1,2,0,4,1,01,01,0
440,0000205,03,1,1,2,0,3,0,01,01,0
441,0000206,01,0,0,1,0,40,3,01,01,0
442,0000207,01,0,0,2,0,46,1,03,73,0
443,0000207,03,1,1,1,0,13,3,03,73,0
444,0000207,04,1,1,1,0,15,0,03,73,0
445,0000207,14,0,0,2,0,36,3,03,73,0
446,0000208,17,0,0,1,0,51,3,01,01,2
447,0000211,01,0,0,2,0,69,1,01,01,0
448,0000212,16,0,0,1,0,25,0,03,01,1
449,0000213,01,0,0,1,0,54,3,01,01,0
450,0000214,01,0,0,2,0,30,0,01,01,0
451,0000215,01,0,0,2,0,49,1,03,01,0
452,0000215,03,0,0,2,0,29,3,03,01,0
453,0000215,08,0,1,1,0,12,3,03,01,0
454,0000215,13,0,0,1,0,31,1,02,01,0
455,0000215,14,0,0,1,0,35,3,02,01,0
456,0000216,01,0,0,2,0,39,0,01,02,0
457,0000217,01,0,0,2,0,72,2,01,01,0
458,0000218,01,0,0,2,0,27,2,01,01,0
459,0000218,03,1,1,1,0,9,3,01,01,0
460,0000219,01,0,0,2,0,63,2,01,01,0
461,0000220,16,0,0,1,0,37,2,01,01,1
462,0000221,01,0,0,1,0,52,2,01,01,0
463,0000221,02,0,0,2,0,52,2,01,01,0
464,0000221,03,0,0,1,0,22,1,01,01,0
465,0000221,03,1,1,2,0,16,3,01,01,0
466,0000222,01,0,0,1,0,31,2,02,73,0
467,0000222,02,0,0,2,0,27,1,02,73,0
468,0000223,01,0,0,2,0,55,0,01,02,0
469,0000224,01,0,0,1,0,29,2,01,74,0
470,0000224,02,0,0,2,0,27,2,01,01,0
471,0000225,01,0,0,2,0,87,3,01,01,0
472,0000226,16,0,0,2,0,93,0,01,01,1
473,0000227,01,0,0,2,0,32,1,03,73,0
474,0000227,03,1,1,1,0,15,1,03,73,0
475,0000227,03,1,1,1,0,7,3,03,73,0
476,0000227,14,0,0,1,0,39,2,03,73,0
477,0000228,01,0,0,1,0,81,1,01,02,0
478,0000228,02,0,0,2,0,83,2,01,02,0
479,0000229,01,0,0,2,0,75,0,01,01,0
480,0000230,01,0,0,1,0,81,3,01,01,0
481,0000231,01,0,0,2,0,55,3,01,02,0
482,0000231,03,0,0,2,0,35,3,01,02,0
483,0000231,08,0,1,1,0,6,0,01,02,0
484,0000231,10,0,0,1,0,35,0,01,02,0
485,0000232,01,0,0,1,0,35,2,01,02,0
486,0000232,05,1,1,1,0,9,3,01,02,0
487,0000232,05,1,1,2,0,4,1,01,02,0
488,0000232,14,0,0,2,0,28,3,01,02,0
489,0000233,01,0,0,1,0,64,3,01,01,0
490,0000233,02,0,0,2,0,52,1,01,01,0
491,0000234,01,0,0,1,0,39,0,01,01,0
492,0000234,03,1,1,1,0,12,3,01,01,0
493,0000235,01,0,0,2,0,41,3,01,01,0
494,0000235,03,1,1,2,0,8,1,02,74,0
495,0000235,03,1,1,1,0,6,0,02,74,0
496,0000236,01,0,0,1,0,93,3,01,01,0
497,0000238,01,0,0,1,0,31,0,01,02,0
498,0000238,02,0,0,2,0,36,0,01,02,0
499,0000239,01,0,0,2,0,25,2,01,74,0
500,0000239,03,1,1,1,0,9,3,01,74,0
501,0000239,03,1,1,1,0,3,2,01,74,0
502,0000239,03,1,1,1,0,0,3,01,74,0
503,0000239,14,0,0,1,0,32,2,01,74,0
504,0000240,16,0,0,1,0,20,1,01,01,1
505,0000242,16,0,0,1,0,20,1,01,01,1
506,0000243,01,0,0,1,0,64,1,01,01,0
507,0000244,16,0,0,1,0,30,0,01,02,1
508,0000246,01,0,0,2,0,66,3,01,01,0
509,0000247,16,0,0,1,0,25,1,01,02,1
510,0000248,01,0,0,2,0,55,0,01,02,0
511,0000248,03,0,0,2,0,33,0,01,02,0
512,0000248,03,0,0,1,0,27,1,01,02,0
513,0000248,08,0,1,1,0,15,0,01,02,0
514,0000248,08,0,1,2,0,13,3,01,02,0
515,0000249,01,0,0,1,0,54,1,01,01,0
516,0000250,01,0,0,2,0,46,0,01,01,0
517,0000251,01,0,0,2,0,44,2,01,02,0
518,0000251,11,0,1,1,0,14,3,01,02,0
519,0000252,17,0,0,1,0,47,0,01,02,2
520,0000253,01,0,0,1,0,30,0,02,01,0
521,0000253,02,0,0,2,0,31,0,02,01,0
522,0000253,03,1,1,1,0,9,3,02,01,0
523,0000253,03,1,1,1,0,6,1,02,01,0
524,0000253,03,1,1,1,0,2,2,02,01,0
525,0000253,06,0,0,2,0,24,2,02,01,0
526,0000253,11,0,0,1,0,25,0,02,01,0
527,0000253,12,0,0,1,0,27,3,02,01,0
528,0000254,01,0,0,2,0,29,3,01,02,0
529,0000254,03,1,1,2,0,9,0,01,02,0
530,0000254,03,1,1,2,0,6,2,01,02,0
531,0000254,03,1,1,1,0,4,1,01,02,0
532,0000255,01,0,0,1,0,45,3,01,02,0
533,0000255,02,0,0,2,0,44,2,01,02,0
534,0000255,03,1,1,2,0,4,1,01,02,0
535,0000256,01,0,0,1,0,21,1,01,01,0
