,SERIALNO,RELATE,OC,RC,SEX,SSPA,AGE,QTRBIR,HISPAN,RACEDET,GQTYP
5862,0002816,02,0,0,2,0,68,2,01,01,0
5863,0002817,01,0,0,2,0,46,3,01,01,0
5864,0002817,02,0,0,1,0,58,1,01,01,0
5865,0002818,01,0,0,2,0,50,2,01,02,0
5866,0002818,03,1,1,1,0,16,0,01,02,0
5867,0002818,03,1,1,1,0,14,2,01,02,0
5868,0002818,14,0,0,1,0,50,2,01,02,0
5869,0002819,01,0,0,2,0,55,3,01,02,0
5870,0002819,03,0,0,1,0,28,2,01,02,0
5871,0002819,03,0,0,2,0,24,2,01,02,0
5872,0002819,15,0,0,1,0,6,2,01,02,0
5873,0002820,01,0,0,1,0,63,2,01,02,0
5874,0002820,03,0,0,1,0,42,1,01,02,0
5875,0002820,12,0,0,1,0,52,1,01,02,0
5876,0002820,12,0,0,1,0,36,2,01,02,0
5877,0002821,01,0,0,2,0,23,0,01,02,0
5878,0002821,03,1,1,1,0,3,2,01,02,0
5879,0002821,03,1,1,2,0,2,2,01,02,0
5880,0002821,03,1,1,1,0,0,1,01,02,0
5881,0002822,01,0,0,1,0,69,2,01,01,0
5882,0002822,15,0,0,1,0,93,2,01,01,0
5883,0002822,15,0,0,1,0,82,2,01,01,0
5884,0002822,15,0,0,1,0,74,3,01,01,0
5885,0002822,15,0,0,1,0,68,3,01,01,0
5886,0002823,01,0,0,2,0,48,1,01,02,0
5887,0002825,01,0,0,2,0,42,1,01,02,0
5888,0002825,03,1,1,1,0,3,1,01,02,0
5889,0002827,01,0,0,2,0,29,1,01,02,0
5890,0002828,01,0,0,2,0,84,2,01,02,0
5891,0002829,01,0,0,1,0,34,2,02,01,0
5892,0002829,02,0,0,2,0,31,2,02,01,0
5893,0002830,01,0,0,2,0,46,0,01,01,0
5894,0002831,01,0,0,2,0,53,3,01,02,0
5895,0002832,01,0,0,2,0,54,0,01,02,0
5896,0002832,08,0,1,1,0,14,1,01,02,0
5897,0002833,01,0,0,2,0,23,2,03,74,0
5898,0002833,03,1,1,1,0,4,3,03,01,0
5899,0002833,03,1,1,2,0,3,3,03,01,0
5900,0002834,01,0,0,2,0,63,3,01,02,0
5901,0002834,07,0,0,2,0,85,1,01,02,0
5902,0002835,16,0,0,1,0,37,0,01,02,1
5903,0002836,01,0,0,1,0,62,1,01,01,0
5904,0002837,01,0,0,2,0,38,3,01,02,0
5905,0002837,03,0,0,2,0,19,3,01,02,0
5906,0002837,03,0,0,2,0,18,0,01,02,0
5907,0002837,03,1,1,1,0,10,1,01,02,0
5908,0002837,03,1,1,2,0,2,2,01,02,0
5909,0002838,01,0,0,2,0,45,1,01,01,0
5910,0002838,03,0,0,2,0,22,1,01,01,0
5911,0002838,03,0,0,2,0,20,1,01,01,0
5912,0002838,03,1,1,2,0,17,1,01,01,0
5913,0002839,01,0,0,2,0,24,0,01,74,0
5914,0002840,01,0,0,2,0,26,2,01,02,0
5915,0002840,03,1,1,2,0,11,3,01,02,0
5916,0002840,03,1,1,2,0,4,2,01,02,0
5917,0002840,03,1,1,2,0,1,2,01,02,0
5918,0002842,01,0,0,1,0,52,1,01,01,0
5919,0002843,01,0,0,1,0,38,0,01,01,0
5920,0002844,01,0,0,1,0,53,3,01,02,0
5921,0002844,02,0,0,2,0,53,2,01,02,0
5922,0002844,03,0,0,1,0,22,2,01,02,0
5923,0002844,04,1,1,2,0,16,3,01,02,0
5924,0002845,01,0,0,1,0,60,2,01,02,0
5925,0002845,02,0,0,2,0,61,3,01,74,0
5926,0002846,01,0,0,2,0,62,2,21,74,0
5927,0002846,06,0,0,2,0,54,1,21,74,0
5928,0002847,01,0,0,1,0,46,3,17,73,0
5929,0002847,02,0,0,2,0,44,1,17,73,0
5930,0002847,03,0,0,2,0,23,0,17,73,0
5931,0002847,03,0,0,2,0,20,1,17,73,0
5932,0002847,03,0,0,1,0,20,1,17,73,0
5933,0002847,10,0,0,1,0,21,1,03,74,0
5934,0002848,01,0,0,1,0,84,2,01,01,0
5935,0002849,01,0,0,2,0,59,2,01,02,0
5936,0002849,03,0,0,1,0,26,1,01,02,0
5937,0002850,01,0,0,2,0,65,1,01,02,0
5938,0002851,01,0,0,1,0,55,3,03,01,0
5939,0002851,12,0,0,2,0,46,3,03,01,0
5940,0002851,13,0,0,1,0,57,2,03,01,0
5941,0002851,13,0,0,1,0,54,2,03,01,0
5942,0002851,13,0,0,1,0,34,1,03,01,0
5943,0002853,01,0,0,1,0,57,0,03,73,0
5944,0002853,02,0,0,2,0,55,0,03,73,0
5945,0002854,01,0,0,1,0,58,3,01,02,0
5946,0002854,14,0,0,2,0,46,3,01,02,0
5947,0002855,01,0,0,2,0,75,1,03,01,0
5948,0002855,03,0,0,2,0,53,3,03,01,0
5949,0002855,08,0,0,1,0,23,3,03,01,0
5950,0002855,08,0,0,1,0,21,3,03,01,0
5951,0002855,08,0,0,2,0,18,1,03,01,0
5952,0002856,01,0,0,1,0,67,1,01,01,0
5953,0002857,01,0,0,2,0,22,1,01,02,0
5954,0002858,01,0,0,2,0,64,2,01,02,0
5955,0002858,02,0,0,1,0,67,3,01,02,0
5956,0002859,01,0,0,2,0,71,3,01,51,0
5957,0002860,01,0,0,1,0,44,0,01,01,0
5958,0002860,07,0,0,1,0,71,3,01,01,0
5959,0002861,01,0,0,1,0,46,3,01,01,0
5960,0002861,03,1,1,1,0,17,2,01,01,0
5961,0002862,16,0,0,2,0,80,0,01,01,1
5962,0002863,01,0,0,1,0,30,3,03,01,0
5963,0002864,16,0,0,1,0,31,1,01,01,1
5964,0002865,01,0,0,1,0,59,1,03,01,0
5965,0002865,02,0,0,2,0,51,3,03,01,0
5966,0002865,05,0,0,1,0,24,3,03,01,0
5967,0002866,01,0,0,1,0,62,2,03,01,0
5968,0002866,02,0,0,2,0,55,2,03,01,0
5969,0002867,16,0,0,1,0,78,3,01,01,1
5970,0002869,01,0,0,1,0,30,1,01,01,0
5971,0002869,03,1,1,2,0,8,0,01,01,0
5972,0002869,11,0,0,1,0,43,0,01,01,0
5973,0002870,01,0,0,2,0,23,0,01,01,0
5974,0002870,13,0,0,2,0,23,2,01,01,0
5975,0002871,01,0,0,2,0,52,1,01,01,0
5976,0002871,14,0,0,1,0,51,2,01,01,0
5977,0002872,01,0,0,1,0,44,2,02,02,0
5978,0002873,01,0,0,1,0,51,0,01,01,0
5979,0002873,02,0,0,2,0,49,2,01,01,0
5980,0002875,01,0,0,1,0,85,3,01,01,0
5981,0002876,01,0,0,1,0,67,0,01,02,0
5982,0002876,03,0,0,1,0,21,2,01,02,0
5983,0002876,08,0,0,1,0,26,2,01,02,0
5984,0002876,08,0,0,1,0,25,1,01,02,0
5985,0002877,17,0,0,1,0,39,0,01,01,2
5986,0002878,01,0,0,2,0,61,1,01,01,0
5987,0002879,01,0,0,2,0,37,1,03,73,0
5988,0002879,02,0,0,1,0,45,0,03,73,0
5989,0002879,03,1,1,1,0,17,2,03,73,0
5990,0002879,03,1,1,1,0,11,0,03,73,0
5991,0002879,03,1,1,2,0,9,1,03,73,0
5992,0002881,01,0,0,2,0,30,1,01,01,0
5993,0002881,14,0,0,1,0,36,0,01,01,0
5994,0002882,01,0,0,1,0,59,0,01,01,0
5995,0002883,01,0,0,1,0,51,2,01,01,0
5996,0002883,02,0,0,2,0,45,3,01,01,0
5997,0002883,03,0,0,1,0,19,0,01,01,0
5998,0002883,03,1,1,2,0,10,0,01,01,0
5999,0002884,01,0,0,2,0,80,3,01,01,0
6000,0002885,01,0,0,2,0,37,2,01,02,0
6001,0002885,03,1,1,1,0,11,2,01,02,0
6002,0002886,01,0,0,2,0,69,0,01,01,0
6003,0002886,04,0,0,1,0,22,3,01,01,0
6004,0002886,08,0,0,2,0,23,3,01,01,0
6005,0002886,08,0,0,1,0,19,2,01,01,0
6006,0002887,17,0,0,1,0,53,3,01,02,2
6007,0002888,16,0,0,1,0,26,2,01,01,1
6008,0002889,01,0,0,1,0,35,2,11,73,0
6009,0002889,13,0,0,2,0,51,3,03,01,0
6010,0002890,01,0,0,1,0,45,1,01,01,0
6011,0002890,02,0,0,2,0,60,3,01,01,0
6012,0002892,01,0,0,2,0,56,2,01,02,0
6013,0002892,03,0,0,1,0,27,2,01,02,0
6014,0002892,03,1,1,1,0,17,2,01,02,0
6015,0002893,01,0,0,2,0,30,3,01,02,0
6016,0002893,03,1,1,1,0,8,3,01,02,0
6017,0002893,03,1,1,1,0,6,2,01,02,0
6018,0002895,01,0,0,2,0,59,0,01,74,0
6019,0002896,01,0,0,2,0,82,2,01,74,0
6020,0002896,11,0,0,1,0,58,2,01,74,0
6021,0002897,01,0,0,2,0,48,0,01,01,0
6022,0002897,03,0,0,2,0,22,2,01,74,0
6023,0002897,08,0,1,2,0,6,3,01,74,0
6024,0002898,01,0,0,2,0,71,3,01,02,0
6025,0002899,16,0,0,1,0,44,0,01,02,1
6026,0002900,01,0,0,1,0,51,2,01,02,0
6027,0002900,02,0,0,2,0,55,3,01,02,0
6028,0002900,03,0,0,1,0,20,0,01,73,0
6029,0002900,11,0,1,1,0,4,2,01,02,0
6030,0002901,01,0,0,2,0,53,2,03,74,0
6031,0002901,03,0,0,1,0,25,0,03,01,0
6032,0002901,03,0,0,1,0,24,0,03,01,0
6033,0002901,14,0,0,1,0,40,2,02,01,0
6034,0002901,15,0,0,1,0,28,0,01,01,0
6035,0002902,01,0,0,2,0,54,2,01,02,0
6036,0002902,03,0,0,1,0,27,2,01,02,0
6037,0002902,07,0,0,1,0,81,0,01,02,0
6038,0002902,14,0,0,1,0,54,2,01,02,0
6039,0002903,01,0,0,2,0,42,3,01,02,0
6040,0002903,04,1,1,2,0,7,1,01,02,0
6041,0002903,11,0,0,1,0,21,2,01,02,0
6042,0002904,01,0,0,2,0,36,1,01,02,0
6043,0002904,03,1,1,1,0,11,1,01,02,0
6044,0002904,03,1,1,2,0,9,1,01,02,0
6045,0002905,01,0,0,2,0,75,1,01,01,0
6046,0002906,01,0,0,2,0,46,2,02,73,0
6047,0002906,03,0,0,2,0,26,2,02,73,0
6048,0002906,03,1,1,1,0,13,2,02,73,0
6049,0002906,03,1,1,2,0,7,2,02,73,0
6050,0002906,08,0,1,1,0,10,0,02,73,0
6051,0002906,08,0,1,1,0,1,3,02,73,0
6052,0002907,01,0,0,1,0,57,2,01,01,0
6053,0002907,11,0,0,2,0,57,1,01,01,0
6054,0002908,01,0,0,1,0,67,1,01,51,0
6055,0002908,02,0,0,2,0,63,0,01,51,0
6056,0002909,01,0,0,2,0,31,0,03,73,0
6057,0002909,03,1,1,1,0,8,2,03,73,0
6058,0002910,01,0,0,1,0,56,0,01,02,0
6059,0002910,02,0,0,2,0,68,0,01,02,0
6060,0002911,01,0,0,1,0,36,3,02,73,0
6061,0002911,02,0,0,2,0,35,3,02,73,0
6062,0002911,03,1,1,2,0,15,0,02,73,0
6063,0002911,03,1,1,1,0,4,3,02,73,0
6064,0002912,16,0,0,1,0,29,1,01,02,1
6065,0002913,01,0,0,2,0,29,1,01,01,0
6066,0002914,01,0,0,1,0,75,1,01,02,0
6067,0002916,01,0,0,1,0,29,3,02,01,0
6068,0002916,02,0,0,2,0,32,0,02,01,0
6069,0002916,03,1,1,1,0,5,2,02,01,0
6070,0002916,03,1,1,1,0,4,0,02,01,0
6071,0002917,01,0,0,1,0,41,0,01,01,0
6072,0002918,01,0,0,1,0,57,2,01,02,0
6073,0002918,14,0,0,2,0,61,0,01,02,0
6074,0002919,01,0,0,1,0,68,0,01,01,0
6075,0002919,02,0,0,2,0,69,1,01,01,0
6076,0002920,16,0,0,1,0,74,2,01,02,1
6077,0002921,01,0,0,2,0,63,2,01,01,0
6078,0002922,01,0,0,1,0,63,1,01,02,0
6079,0002922,02,0,0,2,0,58,3,01,02,0
6080,0002923,01,0,0,2,0,30,2,01,02,0
6081,0002923,03,1,1,1,0,13,1,01,02,0
6082,0002923,03,1,1,2,0,11,2,01,02,0
6083,0002923,11,0,0,2,0,25,2,01,02,0
6084,0002923,11,0,1,1,0,8,1,01,02,0
6085,0002923,11,0,1,1,0,4,0,01,02,0
6086,0002925,01,0,0,2,0,25,3,01,02,0
6087,0002925,03,1,1,2,0,9,0,01,02,0
6088,0002925,03,1,1,1,0,4,0,01,02,0
6089,0002926,01,0,0,1,0,53,0,03,02,0
6090,0002926,02,0,0,2,0,55,1,01,02,0
6091,0002926,03,0,0,2,0,19,2,03,02,0
6092,0002928,01,0,0,2,0,29,0,01,02,0
6093,0002928,03,1,1,2,0,11,0,01,02,0
6094,0002928,03,1,1,2,0,7,0,01,02,0
6095,0002928,03,1,1,2,0,2,1,01,02,0
6096,0002928,03,1,1,2,0,0,1,01,02,0
6097,0002929,01,0,0,2,0,62,1,01,01,0
6098,0002930,01,0,0,1,0,34,3,01,01,0
6099,0002930,13,0,0,1,0,36,1,01,01,0
6100,0002931,01,0,0,1,0,30,1,01,02,0
6101,0002931,02,0,0,2,0,40,1,01,02,0
6102,0002931,03,1,1,1,0,6,1,01,02,0
6103,0002931,03,1,1,1,0,3,3,01,02,0
6104,0002931,03,1,1,2,0,2,0,01,02,0
6105,0002932,01,0,0,2,0,45,1,01,02,0
6106,0002932,03,1,1,1,0,14,0,01,02,0
6107,0002932,03,1,1,2,0,11,2,01,02,0
6108,0002933,01,0,0,1,0,48,3,01,01,0
6109,0002933,02,0,0,2,0,40,1,02,01,0
6110,0002934,01,0,0,1,0,38,0,01,02,0
6111,0002934,02,0,0,2,0,38,2,01,02,0
6112,0002934,03,1,1,2,0,10,3,01,02,0
6113,0002934,03,1,1,2,0,6,0,01,02,0
6114,0002934,03,1,1,2,0,2,2,01,02,0
6115,0002934,05,1,1,2,0,12,1,01,02,0
6116,0002936,01,0,0,1,0,85,3,01,02,0
6117,0002936,02,0,0,2,0,78,1,01,02,0
6118,0002936,03,0,0,1,0,41,3,01,02,0
6119,0002937,01,0,0,2,0,59,1,01,02,0
6120,0002937,08,0,0,2,0,22,0,01,02,0
6121,0002937,08,0,0,2,0,19,3,01,02,0
6122,0002937,08,0,1,1,0,16,0,01,02,0
6123,0002937,08,0,1,2,0,14,1,01,02,0
6124,0002937,08,0,1,2,0,11,0,01,02,0
6125,0002938,01,0,0,2,0,61,3,04,01,0
6126,0002939,01,0,0,1,0,43,2,01,01,0
6127,0002941,01,0,0,1,0,81,2,01,01,0
6128,0002942,01,0,0,2,0,84,0,01,02,0
6129,0002944,01,0,0,2,0,37,2,01,01,0
6130,0002945,01,0,0,1,0,75,2,03,01,0
6131,0002946,01,0,0,2,0,63,0,01,01,0
6132,0002946,03,0,0,2,0,35,1,01,01,0
6133,0002946,08,0,1,1,0,3,1,01,01,0
6134,0002947,01,0,0,1,0,54,2,01,01,0
6135,0002947,02,0,0,2,0,56,2,01,01,0
6136,0002947,03,0,0,2,0,22,1,01,01,0
6137,0002947,03,0,0,1,0,21,2,01,01,0
6138,0002948,01,0,0,1,0,53,2,01,02,0
6139,0002948,02,0,0,2,0,52,0,01,02,0
6140,0002948,03,1,1,1,0,17,2,01,02,0
6141,0002949,01,0,0,2,0,54,0,01,02,0
6142,0002949,06,0,0,1,0,55,1,01,02,0
6143,0002949,06,0,0,2,0,47,2,01,02,0
6144,0002949,11,0,1,1,0,16,1,01,02,0
6145,0002950,01,0,0,1,0,53,0,01,01,0
6146,0002951,01,0,0,1,0,86,3,01,01,0
6147,0002951,02,0,0,2,0,87,0,01,01,0
6148,0002952,01,0,0,1,0,65,0,01,01,0
6149,0002952,02,0,0,2,0,57,1,01,01,0
6150,0002953,01,0,0,2,0,37,3,01,02,0
6151,0002953,03,0,0,2,0,18,2,01,02,0
6152,0002953,03,1,1,1,0,16,1,01,02,0
6153,0002953,03,1,1,1,0,14,0,01,02,0
6154,0002953,03,1,1,1,0,7,0,01,02,0
6155,0002954,17,0,0,1,0,65,1,01,01,2
6156,0002955,01,0,0,2,0,60,1,01,01,0
6157,0002956,01,0,0,1,0,44,2,01,01,0
6158,0002956,02,0,0,2,0,41,2,01,01,0
6159,0002956,03,1,1,1,0,10,2,01,01,0
6160,0002957,01,0,0,1,0,68,0,01,51,0
6161,0002958,01,0,0,2,0,46,2,25,73,0
6162,0002959,01,0,0,1,0,31,2,01,01,0
6163,0002959,02,0,0,2,0,31,3,01,01,0
6164,0002959,03,1,1,2,0,7,1,01,01,0
6165,0002959,03,1,1,2,0,1,3,01,01,0
6166,0002960,01,0,0,2,0,25,2,02,73,0
6167,0002960,11,0,0,1,0,24,0,02,73,0
6168,0002960,13,0,0,1,0,25,0,02,73,0
6169,0002961,01,0,0,2,0,22,0,01,02,0
6170,0002961,02,0,0,1,0,30,1,01,02,0
6171,0002961,03,1,1,2,0,3,3,01,02,0
6172,0002961,03,1,1,2,0,3,2,01,02,0
6173,0002962,01,0,0,1,0,45,2,01,01,0
6174,0002963,01,0,0,1,0,42,0,01,40,0
6175,0002963,02,0,0,2,0,37,0,01,40,0
6176,0002963,03,1,1,2,0,15,2,01,40,0
6177,0002963,03,1,1,2,0,13,1,01,40,0
6178,0002963,03,1,1,1,0,2,3,01,40,0
6179,0002964,01,0,0,2,0,51,1,01,01,0
6180,0002964,03,1,1,2,0,14,1,01,01,0
6181,0002964,03,1,1,2,0,12,1,01,01,0
6182,0002964,14,0,0,2,0,44,2,01,01,0
6183,0002965,01,0,0,1,0,49,2,01,01,0
6184,0002965,02,0,0,2,0,48,2,01,01,0
6185,0002965,03,0,0,1,0,29,0,01,01,0
6186,0002965,03,0,0,1,0,21,2,01,01,0
6187,0002966,01,0,0,2,0,39,0,01,01,0
6188,0002967,01,0,0,1,0,36,2,02,01,0
6189,0002967,02,0,0,2,0,37,0,02,01,0
6190,0002967,03,1,1,2,0,13,1,02,01,0
6191,0002968,01,0,0,1,0,40,2,01,01,0
6192,0002969,16,0,0,1,0,47,0,01,01,1
6193,0002970,01,0,0,2,0,35,0,01,02,0
6194,0002970,03,1,1,1,0,15,1,01,02,0
6195,0002970,14,0,0,1,0,29,0,01,02,0
6196,0002972,01,0,0,2,0,47,0,01,02,0
6197,0002972,03,0,0,2,0,24,3,01,02,0
6198,0002972,03,0,0,1,0,21,0,01,02,0
6199,0002972,03,0,0,2,0,19,1,01,02,0
6200,0002973,01,0,0,2,0,84,3,01,01,0
6201,0002976,01,0,0,2,0,28,0,08,02,0
6202,0002976,03,1,1,2,0,9,0,08,02,0
6203,0002976,03,1,1,2,0,3,3,08,02,0
6204,0002976,04,1,1,1,0,12,2,08,02,0
6205,0002977,01,0,0,1,0,32,0,01,01,0
6206,0002978,16,0,0,1,0,33,3,01,02,1
6207,0002979,01,0,0,2,0,65,1,01,02,0
6208,0002979,03,0,0,1,0,42,3,01,02,0
6209,0002979,08,0,0,2,0,23,2,01,02,0
6210,0002981,01,0,0,2,0,35,0,01,01,0
6211,0002981,14,0,0,1,0,31,2,01,01,0
6212,0002982,01,0,0,2,0,41,1,01,01,0
6213,0002983,01,0,0,1,0,52,2,01,02,0
6214,0002984,01,0,0,2,0,32,2,01,02,0
6215,0002984,02,0,0,1,0,37,0,01,02,0
6216,0002984,03,1,1,1,0,11,2,01,02,0
6217,0002984,03,1,1,2,0,5,0,01,02,0
6218,0002984,05,0,0,1,0,19,0,01,02,0
6219,0002985,01,0,0,2,0,51,0,01,01,0
6220,0002986,01,0,0,2,0,21,2,01,02,0
6221,0002988,01,0,0,2,0,33,3,01,02,0
6222,0002988,03,1,1,1,0,13,2,01,02,0
6223,0002988,03,1,1,2,0,8,2,01,02,0
6224,0002988,03,1,1,1,0,2,1,01,02,0
6225,0002988,06,0,0,2,0,22,1,01,02,0
6226,0002988,06,0,0,2,0,21,1,01,02,0
6227,0002990,01,0,0,2,0,31,2,01,01,0
6228,0002991,01,0,0,1,0,44,1,01,02,0
6229,0002991,03,1,1,1,0,15,2,01,02,0
6230,0002992,01,0,0,1,0,35,3,01,01,0
6231,0002993,01,0,0,2,0,41,1,01,01,0
6232,0002994,16,0,0,2,0,93,0,01,01,1
6233,0002995,01,0,0,1,0,52,1,01,02,0
6234,0002996,01,0,0,2,0,84,2,01,01,0
6235,0002997,16,0,0,2,0,83,0,01,01,1
6236,0002998,01,0,0,1,0,51,3,02,74,0
6237,0002998,02,0,0,2,0,44,3,02,74,0
6238,0002998,03,1,1,2,0,14,3,02,74,0
6239,0002998,03,1,1,1,0,8,2,02,74,0
6240,0002998,03,1,1,1,0,8,2,02,74,0
6241,0002999,01,0,0,2,0,81,0,01,01,0
6242,0002999,03,0,0,2,0,49,2,01,01,0
6243,0002999,08,0,0,2,0,28,1,01,01,0
6244,0002999,08,0,1,1,0,5,0,01,01,0
6245,0003000,01,0,0,2,0,24,0,01,02,0
6246,0003000,03,1,1,2,0,0,3,01,02,0
6247,0003000,15,0,0,1,0,21,1,01,02,0
6248,0003001,01,0,0,1,0,32,0,02,74,0
6249,0003001,02,0,0,2,0,31,0,02,73,0
6250,0003001,03,1,1,2,0,7,3,02,74,0
6251,0003001,03,1,1,1,0,1,1,02,74,0
6252,0003001,07,0,0,2,0,54,2,02,73,0
6253,0003002,01,0,0,1,0,31,3,01,45,0
6254,0003003,01,0,0,2,0,59,1,01,02,0
6255,0003004,01,0,0,2,0,29,1,01,02,0
6256,0003005,01,0,0,1,0,56,1,01,02,0
6257,0003005,02,0,0,2,0,53,3,01,02,0
6258,0003006,01,0,0,1,0,40,2,01,01,0
6259,0003006,02,0,0,2,0,25,0,01,01,0
6260,0003006,15,0,0,1,0,62,0,01,02,0
6261,0003007,01,0,0,2,0,27,3,01,01,0
6262,0003007,03,1,1,2,0,2,3,01,01,0
6263,0003007,14,0,0,1,0,27,3,01,01,0
6264,0003008,01,0,0,1,0,50,2,02,73,0
6265,0003008,02,0,0,2,0,48,0,02,73,0
6266,0003008,06,0,0,2,0,36,0,02,73,0
6267,0003008,11,0,0,1,0,29,1,02,73,0
6268,0003009,01,0,0,1,0,50,3,01,02,0
6269,0003009,02,0,0,2,0,43,3,01,02,0
6270,0003010,01,0,0,2,0,46,1,01,01,0
6271,0003010,02,0,0,1,0,48,3,01,01,0
6272,0003010,03,1,1,1,0,14,2,01,01,0
6273,0003010,03,1,1,2,0,12,2,01,01,0
6274,0003011,01,0,0,2,0,62,1,01,01,0
6275,0003012,01,0,0,2,0,45,3,01,02,0
6276,0003012,03,0,0,1,0,28,1,01,02,0
6277,0003012,03,0,0,1,0,27,0,01,02,0
6278,0003012,11,0,0,2,0,28,2,01,02,0
6279,0003013,01,0,0,1,0,56,3,01,02,0
6280,0003013,02,0,0,2,0,55,0,01,02,0
6281,0003014,01,0,0,2,0,78,2,01,01,0
6282,0003015,01,0,0,1,0,27,3,01,01,0
6283,0003015,14,0,0,2,0,26,1,01,01,0
6284,0003016,01,0,0,1,0,54,1,01,02,0
6285,0003016,02,0,0,2,0,54,0,01,02,0
6286,0003016,03,0,0,2,0,21,0,01,02,0
6287,0003017,16,0,0,1,0,21,3,01,02,1
6288,0003018,01,0,0,2,0,35,1,24,01,0
6289,0003018,14,0,0,1,0,34,1,01,01,0
6290,0003019,01,0,0,2,0,42,1,01,01,0
6291,0003019,03,0,0,2,0,20,1,01,01,0
6292,0003019,03,0,0,2,0,18,2,01,01,0
6293,0003019,03,1,1,1,0,16,1,01,01,0
6294,0003020,01,0,0,2,0,56,0,01,01,0
6295,0003021,01,0,0,1,0,39,1,01,02,0
6296,0003021,03,1,1,2,0,7,2,01,02,0
6297,0003021,03,1,1,1,0,1,1,01,02,0
6298,0003021,14,0,0,2,0,42,1,01,02,0
6299,0003022,01,0,0,1,0,60,0,01,01,0
6300,0003022,02,0,0,2,0,59,3,01,01,0
6301,0003024,01,0,0,1,0,23,0,02,73,0
6302,0003024,06,0,0,2,0,26,1,02,73,0
6303,0003024,11,0,0,1,0,23,3,02,73,0
6304,0003025,01,0,0,1,0,33,2,01,02,0
6305,0003025,02,0,0,2,0,32,1,01,74,0
6306,0003025,03,1,1,2,0,6,0,01,74,0
6307,0003025,03,1,1,1,0,0,2,01,74,0
6308,0003026,01,0,0,2,0,41,2,03,01,0
6309,0003026,02,0,0,1,0,43,0,01,01,0
6310,0003026,03,0,0,2,0,19,0,03,01,0
6311,0003026,03,1,1,2,0,16,1,03,01,0
6312,0003026,03,1,1,1,0,14,0,03,01,0
6313,0003026,08,0,1,1,0,0,2,03,01,0
6314,0003027,01,0,0,1,0,28,0,01,74,0
6315,0003027,12,0,0,1,0,26,3,01,01,0
6316,0003028,01,0,0,2,0,93,0,01,01,0
6317,0003029,01,0,0,1,0,52,2,01,74,0
6318,0003029,02,0,0,2,0,45,1,01,01,0
6319,0003030,01,0,0,2,0,71,2,01,02,0
6320,0003031,01,0,0,2,0,69,0,01,02,0
6321,0003031,08,0,0,1,0,19,1,01,02,0
6322,0003031,08,0,1,1,0,13,0,01,02,0
6323,0003031,15,0,0,2,0,35,3,01,02,0
6324,0003032,01,0,0,1,0,73,0,01,02,0
6325,0003034,01,0,0,1,0,54,3,01,39,0
6326,0003035,01,0,0,2,0,38,0,01,02,0
6327,0003035,03,1,1,2,0,16,1,03,74,0
6328,0003035,03,1,1,1,0,11,1,03,74,0
6329,0003035,03,1,1,2,0,8,3,03,74,0
6330,0003035,14,0,0,1,0,30,2,03,74,0
6331,0003037,01,0,0,1,0,73,2,02,01,0
6332,0003038,01,0,0,1,0,93,3,01,01,0
6333,0003039,01,0,0,2,0,30,3,01,02,0
6334,0003039,03,1,1,1,0,7,3,01,02,0
6335,0003039,03,1,1,2,0,4,2,01,02,0
6336,0003040,01,0,0,2,0,31,0,01,01,0
6337,0003041,01,0,0,2,0,32,3,03,73,0
6338,0003041,02,0,0,1,0,36,3,01,01,0
6339,0003041,03,1,1,1,0,14,0,03,73,0
6340,0003041,06,0,0,2,0,35,0,03,73,0
6341,0003041,07,0,0,1,0,66,3,01,01,0
6342,0003041,09,0,0,2,0,60,1,01,01,0
6343,0003042,01,0,0,2,0,49,2,01,02,0
6344,0003043,01,0,0,2,0,32,1,02,73,0
6345,0003043,03,1,1,1,0,7,0,02,73,0
6346,0003043,03,1,1,2,0,6,0,02,73,0
6347,0003043,03,1,1,2,0,5,3,02,73,0
6348,0003043,03,1,1,1,0,4,1,02,73,0
6349,0003044,01,0,0,2,0,45,0,01,02,0
6350,0003044,03,0,0,1,0,23,1,01,02,0
6351,0003046,01,0,0,2,0,59,1,01,02,0
6352,0003046,03,0,0,1,0,44,2,01,02,0
6353,0003047,01,0,0,1,0,31,0,01,01,0
6354,0003048,01,0,0,2,0,31,3,01,01,0
6355,0003048,03,1,1,2,0,10,0,01,01,0
6356,0003048,03,1,1,1,0,7,0,01,01,0
6357,0003049,01,0,0,2,0,28,0,01,02,0
6358,0003049,03,1,1,2,0,13,0,01,02,0
6359,0003049,03,1,1,2,0,10,0,01,02,0
6360,0003050,16,0,0,1,0,37,1,01,01,1
6361,0003052,01,0,0,2,0,69,1,01,02,0
6362,0003053,01,0,0,1,0,73,1,01,01,0
6363,0003053,02,0,0,2,0,70,1,01,01,0
6364,0003053,07,0,0,2,0,93,0,01,01,0
6365,0003054,01,0,0,1,0,72,3,01,02,0
6366,0003054,03,0,0,1,0,37,0,01,02,0
6367,0003054,05,0,0,2,0,42,0,01,02,0
6368,0003054,08,0,0,2,0,22,2,01,02,0
6369,0003054,08,0,0,2,0,19,0,01,02,0
6370,0003054,08,0,1,1,0,10,2,01,02,0
6371,0003054,08,0,1,1,0,1,3,01,02,0
6372,0003054,08,0,1,1,0,1,0,01,02,0
6373,0003054,08,0,1,2,0,0,1,01,02,0
6374,0003055,01,0,0,1,0,79,3,01,02,0
6375,0003055,02,0,0,2,0,62,2,01,02,0
6376,0003055,08,0,1,1,0,10,0,01,02,0
6377,0003055,08,0,1,2,0,8,0,01,02,0
